ASN|CC|AS_Name
11085|US|PDI-HQ-INET - Premier Designs, Inc
11086|US|PITNEYBOWES-AS-1 - Pitney Bowes Incorporated
11088|US|ICONNECT - iConnect
11089|US|ERGON-NETWORK - ERGON
11090|US|MTAONLINE-AS - Matanuska Telephone Association, Inc.
11091|US|SCHRYVER-MEDICAL - Schryver Medical Sales and Marketing, Inc.
11092|US|HEVANET - Hevanet
11093|US|DATAWAY - Dataway
11094|US|ASN-RBHS - Rutgers University
11096|Unknown|AS11096
11097|BR|EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA
1109|AT|UNI-SALZBURG University of Salzburg
11101|US|PALMETTOHEALTHAS - Palmetto Health
11102|US|VYANET-OPERATING-GROUP-INC - VYANET
11105|CA|SFU-AS - Simon Fraser University
11106|US|WOLFRAM-AS - Wolfram Research, Inc.
11109|US|STATE-OF-ALABAMA-ISD - State of Alabama, Information Services Division
1110|AT|University of Innsbruck
11114|US|WINTEK-CORP - Wintek Corporation
11115|US|ONLINE-TECH-LLC - Online Tech, LLC
11117|US|ASN-COGENT-QWEST - ENERGY CAPITAL PARTNERS MGMT
11118|US|COMTECK - ComTeck
1111|AT|University of Klagenfurt
11120|US|ISYS-LLC - WidePoint Integrated Solutions Corp.
11121|US|FIRSTDATACORP-DB - FIRST DATA CORPORATION
11123|US|UIA - Ultimate Internet Access, Inc
11124|US|FRIEDKIN - Friedkin Companies, Inc.
11126|US|CARLE-ASN - Carle Clinic Association
11127|US|NETSAT-AS - Globecomm Network Services Corporation
11128|US|BERRY-2-ASN - Berry College
11129|US|Q-INTERACTIVE-11129 - Q Interactive LLC
1112|AT|Montanuniversitaet Leoben
11131|US|UMBC-AS - University of Maryland Baltimore County (UMBC)
11132|US|JDA-EHEALTH-SYSTEMS - JDA eHealth Systems, Inc.
11133|US|SORENSON-99 - Sorenson Communications, Inc.
11134|US|WEBFIRE-MILTEL - WebFire Internet Services
11135|US|CROSS-DEVELOPMENT-MONTGOMERY - Cross Development/Montgomery LP
11136|MX|Instituto Tecnológico y de Estudios Superiores de Monterrey
11138|US|BEK-COMMUNICATIONS-INTERENET-ROUTER - BEK Communications Cooperative
11139|DM|CWC-ROC-11139 - Cable & Wireless Dominica
1113|AT|TUGNET Technische Universitaet Graz,
11140|US|BEHRPROCESS - Behr Process
11141|US|THE-CLIFTON-GROUP - The Clifton Group
11142|US|PRECISION-DATA-SOLUTIONS - Precision Data Solutions, LLC
11143|US|OECONNECTION - OEConnection, LLC
11144|US|ADVENT-SOFTWARE - Advent Software
1114|AT|Universitaet Graz
11152|US|WAVCOM - Waverly Hall Telephone, LLC.
11153|US|CSFL-2-11153 - Corporate Support & Fulfillment LLC
11154|US|SWS - Hilltop Securities Inc.
11157|ZA|ELAB
11158|US|NETDEPON - NTT America, Inc.
11159|US|LAPL-LAPUBLICLIBRARY - Los Angeles Public Library
1115|AT|Austrian Academy of Sciences
11160|US|COSTAR-SANDIEGO - COSTAR GROUP
11161|US|ATL-NAP-N1 - Lablynx, Inc.
11162|US|LN-CHILDRENSHOSPITAL-ASN - Los Nettos
11163|US|AGS-CENTURYLINK - Atlantix Global Systems, LLC
11164|US|INTERNET2-TRANSITRAIL-CPS - Internet2
11165|US|DPI - Toppan Photomasks, Inc.
11166|US|JCOM-3 - J2 Global Inc.
11167|US|GOGO - GOGO, LLC
11168|US|SCC - SMART CHOICE COMMUNICATIONS, LLC
11169|US|SECUREFOUNDATIONS - Secure Foundations
11170|US|ROLLERNETWORK - Roller Network LLC
11171|US|AUTONATION-FTLD - Autonation, Inc
11172|MX|Alestra, S. de R.L. de C.V.
11174|US|AS-ATHEN-1 - Athenahealth
11176|US|SMART-CITY-MNCC - Smart City Networks, L.P.
11177|US|QUESTAR - Questar
11178|US|ACCESSPLUS-COMMUNICATIONS - AccessPlus Communications, Inc.
11179|US|ARYAKA-ARIN - Aryaka Networks, Inc.
1117|EU|Universitaet fuer Bodenkultur, Wien
11180|US|CX-DATA-PUBLIC-AS - CX-DATA INC.
11181|CA|VAXXINE - Vaxxine Computer Systems Inc.
11183|US|MHTC-NET - Mount Horeb Telephone Co
11184|US|AS-ORBZ1 - Orbitz, LLC
11187|US|GWS-ARIN-AS - Global Web Solutions, Inc.
11188|US|LACOUNTY-ISD - LOS ANGELES COUNTY - INTERNAL SERVICESDIVISION
11189|US|CFL-AS1 - Caliber Home Loans, Inc.
11190|US|SILCON - Silicon Connections, LLC.
11191|US|F2W-AS - Fire2Wire
11192|US|SMART-CITY-HQ - Smart City Networks, L.P.
11193|AR|COMNET S.A.
11194|US|NUNETPA - NuNet Inc.
11195|US|COHO-ASN - Whiz to Coho, Inc.
11196|US|NESTLE-USA - Nestle USA
11197|US|DART-HITCH - Dartmouth-Hitchcock Medical Center
11198|US|APC - Schneider Electric IT Corporation
11199|US|SHOWNETSAS - showNets LLC
111|US|BOSTONU-AS - Boston University
11200|US|REGISU - Regis University
11203|US|CALDSL - CalDSL
11205|US|CITY-OF-PHILADELPHIA - City of Philadelphia
11206|US|FSU-AS-1 - Ferris State University
11207|US|BOSTONGLOBENET - The Boston Globe
11208|US|HCPL-AS - HALL CAPITAL PARTNERS, LLC
1120|EU|ACONET_SERVICES ACOnet Services @ Vienna Internet eXchange
11211|US|NCIC - NCIC Operator Services
11212|US|COUNTY-OF-SONOMA - COUNTY OF SONOMA
11213|US|LVLT - Level 3 Parent, LLC
11214|US|UNIVERSITY-OF-NORTH-FLORIDA - University of North Florida
11215|US|LOGIXCOMM-AS - Logix
11217|US|CLM-ASN - Carter Ledyard & Milburn LLP
11218|US|TED-MOUDIS-ASSOCIATES-INC - Ted Moudis Associates, Inc.
11219|US|GLIDEWELL - James R. Glidewell Dental Ceramics Inc.
11221|US|WHRONET - WHRO
11222|US|PRL - Polo Ralph Lauren
11223|US|MECHOSHADE - Mechoshade Systems INC
11227|US|AS-ROSEMONT - Morningstar, Inc.
11228|US|ARINC - ARINC, Inc.
11230|US|MHSFL - Managed Hosting Services, LLC
11231|US|GETTYSBURG-DOM - GETTYSBURG COLLEGE
11232|US|MIDCO-NET - Midcontinent Communications
11233|US|GORGE-NETWORKS - Gorge Networks Inc.
11234|Unknown|HYDUKE1 - Hyduke Energy Services Inc.
11235|US|ITRONHOSTINGAS - Itron-Hosting
11236|US|FUSEMAIL - MailAnyone.net
11237|CO|UNIVERSIDAD EAFIT
11238|US|NWOL-AS - NetWest Online, Inc.
11239|CA|SKYCOMP-01 - Skycomp Solutions Inc.
11240|US|ATC-BROADBAND - AccessATC
11241|US|VPOP-IP-NETWORK - Transera Communications, Inc.
11242|BR|Universidade Federal de Santa Catarina
11243|US|HALAR-ATG1 - Halaris Associates Inc.
11244|US|AMAG-ASN - AMAG Pharmaceuticals, Inc
11245|US|AS11245 - The Goodyear Tire & Rubber Company
11247|Unknown|-Reserved AS-
11248|US|MULTISERVICE-NET - Multi Service
1124|EU|UVA-NL Universiteit van Amsterdam
11250|US|TRI-STATE-G-AND-T - Tri-State Generation and Transmission Association Inc.
11251|US|BL-625-11251 - BAMTECH, L.L.C.
11252|US|ISU-NET-AS - Idaho State University
11253|US|BMWNYAS01 - BMW of Manahattan, Inc
11255|US|SBT-NET - Screamin' Banshee Technologies
11257|CA|UNIVERSITY-LETHBRIDGE - University of Lethbridge
11259|AO|ANGOLATELECOM
1125|NL|SURFnet Test Network
11260|CA|EASTLINK-HSI - EastLink
11261|US|EHI-PROD-SJ-AS - eHealthInsurance Services Inc.
11262|US|WH-TRADING - W.H. Trading, L.L.C.
11264|US|LIQUIDNET-01 - LIQUIDNET HOLDINGS INC.
11267|US|PEIRCE-PHELPS - Peirce-Phelps, Inc.
11269|BM|LINKBERMUDA - LinkBermuda LTD
1126|EU|VANCIS Vancis Advanced ICT Services
11270|US|TSCU-01 - TwinStar Credit Union
11271|BR|BT Latam Brasil Ltda
11272|US|TELEPAK-NETWORKS-INC - C Spire Fiber
11273|US|FDCSGNET - FIRST DATA CORPORATION
11274|US|ADHOST - TierPoint, LLC
11275|US|NBH-HOLDINGS-CORPORATION - NBH Holdings Corporation
11276|US|DATAHUB - DataHUB, Inc.
11277|US|NISOURCE-CORPORATE-SERVICES-COMPANY - NiSource Corporate Services Company
11278|US|NINTENDO - Nintendo Of America inc.
11279|US|GEORGE-MASON-UNIV - George Mason University
11280|US|SNAPPYDSL-ASN1 - SNAPPYDSL.NET
11282|US|SERVERYOU - SERVERYOU INC
11283|US|COSTCO - Costco, Inc.
11284|BR|Núcleo de Inf. e Coord. do Ponto BR - NIC.
11285|US|KW-CORPORATION - K W Corporation, Inc.
11286|US|KEYBANK - KeyBank National Association
11287|CA|AS-MSEA - Mitchell Seaforth Cable TV
11288|US|IDMS101 - InfraDMS
11289|US|AS11289 - Western Digital Corporation
1128|NL|TUDELFT-NL DTO TUDELFT, The Netherlands - AS
11290|CA|RAPIDUS - Cogeco Cable Holdings Inc
11293|US|UCOP-ASN - University of California - Office of the President
11294|US|LIFETOUCH-INC - Lifetouch Inc
11296|US|INDEPENDENT-HEALTH - Independent Health Association, Inc.
11297|US|LIPSCOMB - Lipscomb University
11298|US|TWC-RENEW - Renew Data Corp.
112|US|ROOTSERV - DNS-OARC
11300|US|GLOBECOMM-11300 - Globecomm Services Maryland LLC
11301|US|TRIJITNET-US - TRIJIT CORPORATION
11302|US|GTECH - GTECH Corporation
11303|US|DATARETURN - MCI Communications Services, Inc. d/b/a Verizon Business
11304|US|BMH-ASN - Blount Memorial Hospital, Inc.
11307|US|6750REI - Recreational Equipment Inc.
11308|US|RGII - The Rockefeller Group
11309|US|IMF - International Monetary Fund
11312|US|YORKTEL-AS - York Telecom Corporation
11313|US|FANNIEMAE - Fannie Mae
11315|AR|Telefónica Móviles Argentina S.A. (Movistar Argentina)
11316|Unknown|-Reserved AS-
11318|US|GU - Georgetown University
11319|US|DDMINC - Deseret Digital Media, Inc.
11320|US|LIGHTEDGE-AS-02 - LightEdge Solutions
11322|US|TRMC-MAIN-CAMPUS - Thibodaux Regional Medical Center
11323|US|GETTYIMAGES - Getty Images
11324|US|UHSYSTEM - BRFHH SHREVEPORT, L.L.C.
11325|US|AS11325 - Altus Communications Inc.
11326|US|ASN-EASTMAN-CHEMICAL - Eastman Chemical Company
11327|US|NCI-GROUP-INC - NCI Group, Inc.
11328|US|BIO-RAD-ASN - Bio-Rad Laboratories, Inc.
11329|US|ASN-USI - AT&T Corp. - ITS
1132|NL|METEOCONSULT-AS Meteo Consult BV
11331|US|THLNYC-ASN - Thomas H. Lee Capital, LLC
11332|US|CRESTRON - Crestron Electronics Inc
11333|US|CYBERTRAILS - CyberTrails
11334|US|MIDAMERICAN - MidAmerican Energy Holdings Company
11336|US|BGLOBAL - Barclays Global Investors
11337|US|MARLABS-AS - Marlabs Incorporated
11338|BR|SKY SERVIÇOS DE BANDA LARGA LTDA
11339|US|USA-53 - United Sources of America Inc.
1133|NL|UTWENTE-AS University Twente
11340|CL|Red Universitaria Nacional
11342|CA|PATHWAY - Pathway Communications
11343|US|GIGEPORT - Webhosting Holdings LLC
11345|US|AKIMA-MANAGEMENT-SERVICES - Akima Management Services, Inc.
11347|US|ORC-F2 - ORC
11348|US|MST - Missouri University of Science and Technology
11349|US|WINDSTREAM - Windstream Communications LLC
1134|NL|KPNM-NL
11350|US|NORTHWESTERN-MEDICAL-CENTER - NorthWestern Medical Center
11351|US|RR-NYSREGION-ASN-01 - Time Warner Cable Internet LLC
11352|US|IOMAR-11352 - Iomartcloud Inc.
11353|US|ASN-ESCXI - Education Service Center Region XI
11354|US|CAROLINAS-HEALTHCARE-SYSTEM - Carolinas Healthcare System
11355|US|SHELL - Shell Information Technology International, Inc.
11357|US|INFO-IQTINC - InfoQuest Technologies, Inc.
11359|US|RMCNEVADA - Zayo Bandwidth
11360|US|ELECFORIMAG - Electronics for Imaging, Inc.
11361|US|BOSCOVS - Boscov's Department Store, LLC
11362|US|VECTOR - Vector Data Systems LLC
11363|US|FUJITSU-USA - Fujitsu America Inc.
11365|US|CREDI-38-ASN - Credit.com, Inc.
11367|PR|ICENET - WorldNet Telecommunications, Inc.
1136|EU|KPN This macro reflects our filtering-policy on
11370|US|UNEED - Uneed Solutions Inc.
11372|US|AGORA - Monument & Cathedral Holdings, Inc.
11374|US|WORKSMART-NETWORK-BACKBONE - PanTerra Networks, Inc.
11375|US|AS-MCAD - Minneapolis College of Art and Design
11376|US|CHOICE-BGP - Choice Logistics, Inc.
11377|US|SENDGRID - SendGrid, Inc.
11378|US|SRLLP - Stoel Rives LLP
11379|US|WYNDHAMWW-PHX - Wyndham Worldwide Corporation
11381|US|NFIS - NEW FRONTIERS INTERNET SERVICES
11382|US|WRF162 - Wiley Rein LLP
11383|US|XAND - Xand Corporation
11385|US|ASNOWYR-1 - Nowyr, inc.
11386|US|HEALTH-AND-HOSPITAL-CORPORATION-OF-MARION-COUNTY - HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY
11387|US|LAC - La Curacao
11389|US|HERITAGE-GALLERIES-AND-AUCTIONEERS - Heritage Capital Corporation
11392|AR|Nosis Laboratorio de Investigación y Desarrollo S.A.
11393|US|ION247 - ION247
11394|US|CITYOFRICHARDSON-AS - City of Richardson
11395|US|THIEL-AS - Thiel College
11396|US|TWC-ASN - Williams Information Technology LLC
11397|US|RIVER-DELTA-WIRELESS - River Delta Wireless
11398|US|CENTURYLINK-LEGACY-EMBARQ-LVGS - Embarq Corporation
11399|US|WILLIAMSCOLLEGE - Williams College
11402|US|CCCAS-1 - Charlotte Colocation Center, LLc
11403|US|NYINTERNET - NYI
11404|US|AS-VOBIZ - vanoppen.biz LLC
11406|US|CIGNA-1 - CIGNA
11408|US|KWE-AS - Kintetsu World Express
11409|US|EFXSECURE - Equifax, Inc.
1140|NL|SIDN
11410|US|REGIONALNETWORK - Regional Network Communications, Inc
11414|US|NVIDIA-NET - Nvidia Corporation
11417|US|NIU - Northern Illinois University
11419|BR|Telefonica Data S.A.
11420|US|TRIBUNE-PUBLISHING-COMPANY - Tribune Publishing Company, LLC
11425|US|CWIE - CWIE, LLC
11426|US|SCRR-11426 - Time Warner Cable Internet LLC
11427|US|SCRR-11427 - Time Warner Cable Internet LLC
11428|US|BEAM-GLOBAL - Jim Beam Brands Co.
11429|US|WEST-B2B-SWN01 - West Corporation
1142|NL|WKAPNET Springer Science and Business Media B.V.
11430|US|BESTNAP - Austin Bestline
11432|BR|Telium Telecomunicações Ltda
11433|US|CURATEL - Curatel, LLC
11435|CA|LA-CAPITALE - La Capitale, cie d'assurance generale
11436|US|WMPINC - West Marine Products Inc.
11437|US|CMM-AS - ClearSky Technologies, Inc.
11438|US|LEMANS-1 - LeMans Corporation
11439|CA|CANERIS - Caneris Inc.
11440|US|NETSVILLE - Netsville, Inc.
11441|US|-Reserved AS-
11442|US|NCSU - North Carolina State University
11446|US|LAKELAND-AS - Lakeland Community College
11449|US|INTERACTIVEBROKERS - Interactive Brokers LLC
11452|US|MOUNT-SINAI - Mount Sinai School of Medicine
11455|US|USTR-ASN - US Technology Resources, LLC
11457|US|DIGITALREALTY-IT-03 - Digital Realty Trust, L.P.
11458|US|ANM-AS01 - Advanced Network Management, Inc
11459|US|THE-TENNESSEAN-GANNETT-SATELLITE-NASHVILLE - the Tennessean, a division of Gannett Satellite Information Network, Inc.
1145|NL|KENNISNET-AS Kennisnet
11463|US|KINDREDHEALTHCARE - Kindred Healthcare, Inc.
11465|US|KAWEAH-DELTA-HEALTH-CARE-DISTRICT - Kaweah Delta Health Care District
11466|US|ANDREWS-FEDERAL1 - Andrews Federal Credit Union
11468|CA|NSDATA - Airfire
1146|NL|OS3-AS OS3
11470|US|RSNA-ASN - Radiological Society of North America
11471|US|EASTLAND-INTERNET - Eastland Internet
11472|US|WILLITSONLINE - WillitsOnline, LLC
11473|US|WCOILASN - West Central Ohio Internet Link
11475|US|1WIRE-FIBER - 1Wire Communications, LLC
11477|US|GOC-AS - GO Concepts, Inc
11478|CA|OPENFACE - Openface Inc.
11479|US|BRM-SUN-AS - Oracle Corporation
1147|NL|MCL-AS Medisch Centrum Leeuwarden
11482|US|CANISIUS-COLLEGE - Canisius College
11483|US|CONVIVA-AS - Conviva, Inc.
11486|US|COLO-PREM-VZB - MCI Communications Services, Inc. d/b/a Verizon Business
11487|US|GREYGROUPNY - Grey Group
11488|US|BBN-GW - BBN Technologies Corp.
11489|CA|BACI - Bell Canada
11490|US|ARIN-AS-SILVE-6 - Silverstein Properties, Inc.
11491|US|TRIVALENT-GROUP-NEW - Trivalent Group Inc.
11492|US|CABLEONE - CABLE ONE, INC.
11493|US|HILLSBOROUGH-COUNTY-SHERIFFS-OFFICE - Hillsborough County Sheriff's Office
11494|US|KELLOGGCC - Kellogg Community College
11495|US|COMNEXIA-CLEC - COMNEXIA Corporation
11496|US|CHASE-PAYMENTECH-SOLUTIONS-TAMPA-FL - Chase Paymentech Solutions, LLC
11498|AR|D.I.B.I. S.A.
11499|US|WHOI-WOODSHOLE - Woods Hole Oceanographic Institution
11500|US|MSOE-INTERNET - Milwaukee School of Engineering
11501|US|VISTAASN - Vista Radiology, P.C.
11507|CA|MEDICINEHATCOLLEGE-ASN - Medicine Hat College
11509|US|TIERZERO-AS11509 - Tierzero
11511|US|CRETE-INTERNET - Crete Carrier Corporation
11512|US|PDM - Parsec Data Management Inc.
11514|AR|Transdatos
11516|US|ASN-ESB - Eastern Suffolk BOCES
11517|US|BLUE-CROSS-AND-BLUE-SHIELD-OF-MINNESOTA - Blue Cross & Blue Shield of Minnesota
11519|MX|Banco Mercantil del Norte S.A., Institucion de Banca Multiple, Grupo Financiero Banorte
11520|US|ALLSTATE-INSURANCE-CO - Allstate Insurance Company
11521|US|MODUSLINK - ModusLink Corporation
11522|CA|SUD-WIREDAS - Greater Sudbury Telecommunications Inc.
11523|US|AS-HLEEM - H. Lee Moffitt Cancer Center & Research Institute, Inc.
11524|US|SEGNET - SEG Network Technologies
11525|US|HRTC - Hancock Rural Telephone Corp.
11527|US|TCS-SOL - TeleCommunication Systems, Inc.
11528|US|PHOTRONICS - Photronics Inc.
11529|US|NGUS-AS - National Grid
11530|US|CENTURYLINK-LEGACY-EMBARQ-MNFD - Embarq Corporation
11531|Unknown|-Reserved AS-
11534|US|PHILA-SCHOOL-DISTRICT - School District of Philadelphia
11535|US|NET-UALNET-AS - United Airlines
11536|US|SRC-ASN01 - Sunrise Communications LLC
11537|US|ABILENE - Internet2
11539|US|LIAISONBGP - Liaison Technologies, INC.
11540|US|RTI - Research Triangle Institute
11542|US|EYEMG - EYEMG - interactive media group
11544|CA|RBC1-ASN6 - Royal Bank of Canada
11546|US|UNOMAHA-AS - University of Nebraska at Omaha
11548|US|HERITAGE-UNIV-AS - Heritage University
11550|US|SDL-20-AS - Smithville Digital, LLC
11552|US|PHOENIX-LIFE-INSURANCE-COMPANY - Phoenix Life Insurance, Inc.
11553|US|MANNAWEB - Mannatech INC.
11554|US|-Reserved AS-
11555|US|SHCS - SH Computing Services, LLC
11556|PA|Cable & Wireless Panama
11557|US|RBS-DC - Sidera Networks LLC
11558|US|TIU11-ORG - TUSCARORA INTERMEDIATE UNIT
11559|US|RSA-BEDFORD - RSA Security Inc.
11560|US|SIC-ASN01 - Sandwich Isles Communications, Inc
11561|US|EOL-AS1 - EDGAR Online, Inc.
11562|VE|Net Uno, C.A.
11563|US|NETENTERPRISE - NetEnterprise Inc.
11568|CA|CGI-REGINA-1 - CGI Group Inc.
11570|US|EASTERN-NEW-MEXICO-UNIVERITY - Eastern New Mexico University
11571|AR|LA NACION
11572|US|CCBILL-ASH - PhoenixNAP LLC
11574|US|IRIDIAN-ASSET-MANAGEMENT-LLC - Iridian Asset Management LLC
11575|US|JMC-ASN1 - Jupiter Medical Center
11577|US|GOVNET-ASN - Vermont Department of Information and Innovation
11579|US|LANLINE - LANline Communications Inc
11580|JM|ISLAND-NETWORKS-LTD - Island Networks Ltd
11581|CO|TRANSTEL S.A.
11582|US|SMART-CITY-SLCC - Smart City Networks, L.P.
11583|US|RBSLYNK-AS3 - WorldPay US, Inc.
11584|US|NYCHHC - New York City Health & Hospitals Corporation
11586|US|JOHNSON-OUTDOORS - Johnson Outdoors, Inc.
11588|US|HIGHWINDS - Highwinds Network Group, Inc.
11589|US|STOWE-ACCESS - Stowe Access, LLC
11590|US|CUMBERLAND-TECH - Cumberland Technologies International
11591|US|CAPARIO - Capario, Inc.
11593|US|PEG-AS-1 - Plains Equipment Group
11594|AG|APUA-AG - APUA
11595|US|NETSONIC - Netsonic
11596|US|BESTBUY - Best Buy Co., Inc.
11597|US|MW-KANSAS - Mercury Wireless, LLC
11598|US|RECOL-CT - Recol
11601|CA|PICANOC-AS - Reseau Picanoc.net Inc.
11602|US|SDSMT-AS - South Dakota School of Mines and Technology
11604|US|HIS-NOC - Heller Information Services, Inc.
11605|US|FLUIDSOFT-14 - Fluidsoft Incorporated
11606|US|WOL-AS - Alteva Inc
11607|US|SD-STATE-UNIVERSITY - South Dakota State University
11608|US|ACTTG - Accretive Networks
11609|US|ELAVON - ELAVON
11610|US|INETNEBR-1 - Internet Nebraska Corporation
11612|US|CW-NC - Community Web, Inc.
11616|US|PEAPOD - Peapod, Inc.
11618|BM|IGNITION-ASN - Ignition Bermuda
11619|US|ATS-INC - ANDERSON TRUCKING SERVICE, INC.
1161|NL|AS-TUE Technische Universiteit Eindhoven (TU/e)
11620|US|SUCCEED-NET - Succeed.Net
11621|US|REYESHOLDINGSLLC - Reyes Holdings, L.L.C.
11622|US|OFPD - Orland Fire Protection District
11623|US|CTCN - CT Communications Network
11624|US|AS-COLLINS - COLLINS COMMUNICATIONS INC
11625|US|MNX-ASN1 - Monexa Services Inc.
11626|CA|WEST-SAFETY-SERVICES - ConneXon Telecom
11628|CA|OICR-ONTARIO-INSTITUTE-FOR-CANCER-RESEARCHB - Ontario Institute for Cancer Research
11629|US|ZENNIOPT - Zenni Optical, LLC
11632|US|ASPS-HQ-ASN01 - American Society of Plastic Surgeons
11633|US|4LIFE-HOLDINGS-LLC - 4Life Research USA, LLC
11635|CA|-Reserved AS-
11636|Unknown|-Reserved AS-
11637|US|METRODATAPATH - MetroDataPath, Inc.
11638|US|IQSOL-AS1 - IQ Solutions, Inc.
11639|US|EQUITY-TRUST-COMPANY - ETC
11641|US|INTUIT-LAS-DC - Intuit Inc.
11643|US|EBAY - eBay, Inc
11644|BR|Núcleo de Inf. e Coord. do Ponto BR - NIC.
11647|CA|SENTEX-NET - Sentex Communications Corporation
11648|US|TECH-AM-AS - Technicolor, Inc.
11649|US|GUNET - Gonzaga University
11650|US|PLDI - Pioneer Long Distance Inc.
11651|US|AS-TKCHOLDINGS-LLC - Centric Group, LLC
11652|US|KAISERALUMINUM - Kaiser Aluminum Fabricated Products, L.L.C.
11653|US|ESS-PR-WEBMASTERS - Puerto Rico Webmasters
11656|US|MMS-83-ANTARES-44122 - Medical Mutual Services
11657|US|LEGG-MASON-CORP-NET - Legg Mason & Co., LLC
11659|US|KUMC - University of Kansas Medical Center
11662|US|DMG-385 - Diversified Media Group, LLC.
11663|US|SUG-1 - State of Utah
11664|AR|Techtel LMDS Comunicaciones Interactivas S.A.
11666|CA|NEXICOM-CA - Nexicom Inc.
11667|US|WESTEL-ASN1 - Westel, Inc.
11668|US|WCI-NET - WEST COAST INTERNET INCORPORATED
11672|US|DFJBINC - GLOBALVISION
11676|US|AS11676 - Conduent Business Services, LLC
11678|US|DOE-NTS-AS - USDOE, NV Operations Office
11679|US|STIHL-204-124-67 - Stihl Inc.
11680|US|CPQ-ALF-IOMC - Hewlett-Packard Company
11681|US|INTEGRITY - Integrity Networks
11685|US|HNBCOL-AS - Huntington National Bank
11686|US|ENA - Education Networks of America
11687|US|CITY-OF-HOPE - City of Hope Medical Center
11688|US|LTSTREAM - Lightstream Communications, Inc.
11690|US|COGNIZANT-US - Cognizant
11691|US|EVOCATIVE - Evocative, Inc.
11692|US|CWH - Carewise Health, Inc.
11693|US|NULINK - HC Cable OPCO, LLC
11694|VE|Universidad Simon Bolivar
11696|US|NBS11696 - NBS
11698|US|WIATEL - WESTERN IOWA TELEPHONE ASSOCIATION (A COOPERATIVE)
11699|US|UNIVOIP - UniVoIP Inc.
116|US|TELCORDIA - Telcordia Technologies
11700|CA|CA-WEDNET - WEDnet
11702|CA|WEST-SAFETY-SERVICES - ConneXon Telecom
11703|CA|MARS-DISCOVERY-DISTRICT - MaRS Discovery District
11706|BR|Terra Networks Brasil S.A.
11708|US|LINKCITY - City of North Kansas City, MO
11709|US|VIC - VIRTUAL INTERACTIVE CENTER
11711|US|TULAROSA-COMMUNICATIONS - TULAROSA COMMUNICATIONS, INC.
11712|US|BELLSOUTH - AT&T Services, Inc.
11713|US|GBGDC-IP1 - Granite Block Global Data Center, Inc
11714|US|NETWORK NEBRASKA - Network Nebraska
11715|CA|-Reserved AS-
11716|US|WON-AS - William O'Neil & Company
11719|US|EATON-CORPORATION - Eaton Corporation
11720|US|IBCP - Independent Bank Corporation
11721|US|TOTAL-MERCHANT-SERVICES - TOTAL MERCHANT SERVICES
11722|US|WFC-ASN - Westelcom Internet, Inc.
11724|US|OCCAS - Comptroller of the Currency
11726|US|SFO - WB Games Inc.
11727|CA|BMTS - Bruce Telecom
